Team,Player,Goals,URL
Wazalendo Masters,Joseph Njogu,0,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Wazalendo Masters,Morgan Stanley,0,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Wazalendo Masters,Owen Abushila,0,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Wazalendo Masters,Slyvester Ochieng,0,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Wazalendo Masters,Stanley Chege,0,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Lakers Hockey Club,Dalphine Wambaya,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Debra Otieno,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Diana Namarome,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Dulo Peris,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Faith Amondi,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Jane Andala,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Joan Ngiye,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Martha Masibo,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Mary Ann,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Maurine Korir,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
USIU – A Ladies,Jasmine Mutakha,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Joy jojo,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Nakuru Hockey Club,Dennis Mageto,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Nakuru Hockey Club,Dennis Sisa,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Nakuru Hockey Club,Emmanuel Kioko,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Nakuru Hockey Club,Epnard Barno,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Kenyatta University Men,Philip Mbecha,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-men/
USIU – A Ladies,Judy Abayo,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Linda Mahazi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Lucy Daisy,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Makena Fiona,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Mary Adhiambo,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Phyna Misoi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Rayana Wairimu,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Redempta Wambalaba,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Rutendo Lauryn,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Blazers Hockey Club,Tracy Karanja,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Swans Hockey Club,Amanda Wamalwa,0,https://www.kenyahockeyunion.org/joomsport_team/swans-hockey-club/
Mombasa Sports Club Ladies,Shirleen Amanda,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Nakuru Hockey Club,Daniel Wafula,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Nakuru Hockey Club,David Lokolonyol,0,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Lakers Hockey Club,Cindy Osiga,0,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Blazers Hockey Club,Margaret Nyawera,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Angeline Oketch,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Daystar University Men,Ledama Abel,0,https://www.kenyahockeyunion.org/joomsport_team/daystar-university-men/
Daystar University Men,Michael Allan,0,https://www.kenyahockeyunion.org/joomsport_team/daystar-university-men/
JKUAT,Charles Ombui,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat/
Kaimosi Uni,Paul Maasai,0,https://www.kenyahockeyunion.org/joomsport_team/kaimosi-uni/
Kaimosi Uni,Paulo Maasai,0,https://www.kenyahockeyunion.org/joomsport_team/kaimosi-uni/
Kaimosi Uni,Steven Khayonje,0,https://www.kenyahockeyunion.org/joomsport_team/kaimosi-uni/
Gorillas Hockey Club – Ladies,Millicovia N. Ochieng,0,https://www.kenyahockeyunion.org/joomsport_team/gorillas-hockey-club-ladies/
USIU – A Ladies,Agriphinnah M,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Beatrice Mbugua,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Caroline Mutheki,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Faith Atieno,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Faith Kimwate,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Faith Osio,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Grace Akumu,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Western Jaguars,Daniel Omondi,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Fred Ouma,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
JKUAT Ladies,Faith Jescah,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Hera Joy,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Western Jaguars,Hillary Ang’airwa,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Martin Kasanda,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Navangi Paul,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Newton Shibachi,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Willis Malesi,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Warriors,Allan Iningu,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Allan Iningu,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Amos Barkibir,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Western Jaguars,Alex Kigaaro,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Blazers Hockey Club,Beryl Achieng,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Chebet Namureng,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Lucy Wangeci,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
